iso3,country_name,year,income_group,cptpp_member,cptpp_ratification_year,post_treatment,years_since_treatment,gdp_per_capita_usd,ln_gdp_per_capita,population,ln_population,merch_trade_pct_gdp,fdi_inflows_pct_gdp,health_exp_per_capita_usd,health_exp_pct_gdp,rd_expenditure_pct_gdp,researchers_per_million,scientific_journal_articles,high_tech_exports_usd,patent_apps_resident,patent_apps_nonresident,patent_apps_total,ln_patent_apps_total,ln_patent_resident,ln_patent_nonresident,patent_apps_per_million,patent_resident_per_million,nonresident_share,wipo_pharma_grants,ln_wipo_pharma_grants,wipo_biotech_grants,ln_wipo_biotech_grants,wipo_pharma_bio_grants,pharma_share_total,epo_granted_patents,ln_epo_grants,epo_patent_apps,ln_epo_apps
ARG,Argentina,2016,HIC,0,,0,,12699.9623137756,9.449354305023036,43900313.0,17.59743200786053,20.4045569707469,0.584748941173009,1276.79785156,10.05355549,0.55815,1254.06674,8320.39,1333427025.0,884.0,2925.0,3809.0,8.245121966478605,6.784457062637643,7.981049759665957,86.76475723532997,20.136530689428117,0.7679180887372014,18.0,2.8903717578961645,10.0,2.302585092994046,28.0,0.0047256497768443165,13.0,2.5649493574615367,,
ARG,Argentina,2017,HIC,0,,0,,14532.5009308511,9.584142863628564,44288894.0,17.606244503810657,19.5114139324649,1.78936504083806,1491.11877441,10.26057911,0.55632,1206.01905,8535.98,1487363816.0,393.0,3050.0,3443.0,8.144098463338524,5.973809611869261,8.022896869601457,77.73957958850812,8.873556427035636,0.8858553586988092,19.0,2.9444389791664403,8.0,2.0794415416798357,27.0,0.00551844321812373,9.0,2.1972245773362196,,
ARG,Argentina,2018,HIC,0,,0,,11752.7998922979,9.371846779892264,44654882.0,17.614474198615387,24.2488903055263,2.23253157689253,1195.59973145,10.17289257,0.4883,1220.93622,9044.42,647172446.0,425.0,3242.0,3667.0,8.207129168071326,6.052089168924417,8.08394570229562,82.11868077492625,9.51743641378338,0.8841014453231525,15.0,2.70805020110221,11.0,2.3978952727983707,26.0,0.004090537223888737,16.0,2.772588722239781,,
ARG,Argentina,2019,HIC,0,,0,,9955.97478680428,9.205928131021867,44973465.0,17.621583207146163,25.5139709712499,1.48500687570697,1007.45629883,10.11911297,0.47813,1224.69939,9080.32,561915855.0,442.0,3260.0,3702.0,8.216628493133443,6.091309882077698,8.089482474360754,82.31520519933254,9.828017476527547,0.8806050783360346,12.0,2.4849066497880004,7.0,1.9459101490553132,19.0,0.0032414910858995136,19.0,2.9444389791664403,,
ARG,Argentina,2020,HIC,0,,0,,8535.59938004389,9.052000858895653,45191965.0,17.62642986351358,25.2086565639736,1.26616924308721,910.9586792,10.67246342,0.54126,1250.48347,9992.12,546445789.0,930.0,2562.0,3492.0,8.158229916959494,6.835184586147301,7.848543482456679,77.27037317363828,20.578879453460367,0.7336769759450171,11.0,2.3978952727983707,12.0,2.4849066497880004,23.0,0.003150057273768614,12.0,2.4849066497880004,,
ARG,Argentina,2021,HIC,0,,0,,10738.0179223384,9.281545800038526,45312281.0,17.629088657464038,29.0029626540922,1.36838083162438,1182.15930176,11.00910187,0.5236,1288.13477,9943.87,466425814.0,406.0,3263.0,3669.0,8.207674424355282,6.0063531596017325,8.09040229659332,80.971425826036,8.960043304816194,0.8893431452711911,19.0,2.9444389791664403,5.0,1.6094379124341003,24.0,0.005178522758244753,9.0,2.1972245773362196,,
ARG,Argentina,2022,HIC,0,,0,,13962.1894087223,9.544108198454824,45407904.0,17.631196744774766,26.8840186998715,2.3984601182853,1415.79577637,10.15950489,0.54951,1301.43112,9086.96,663679613.0,,,,,,,,,,9.0,2.1972245773362196,9.0,2.1972245773362196,18.0,,12.0,2.4849066497880004,,
ARG,Argentina,2023,HIC,0,,0,,14261.8465667948,9.565343178347431,45538401.0,17.634066505993967,21.6816484498854,3.81190879856952,1456.98596191,10.2695179,0.60111,1312.75278,8589.35,689722037.0,,,,,,,,,,4.0,1.3862943611198906,6.0,1.791759469228055,10.0,,5.0,1.6094379124341003,,
ARG,Argentina,2024,HIC,0,,0,,13969.7836603737,9.54465196611633,45696159.0,17.637524804192147,22.0060466657254,1.82409522925391,,,,,,409324952.0,,,,,,,,,,8.0,2.0794415416798357,6.0,1.791759469228055,14.0,,11.0,2.3978952727983707,,
AUS,Australia,2005,HIC,1,2018.0,0,-13.0,34535.20727091,10.44973458326878,20176844.0,16.82004616819137,33.2052504083372,-3.60113772652235,2995.87255859,7.9648633,,,31769.37,,2555.0,21302.0,23857.0,10.0798329543017,7.845807502637805,9.966556244003112,1182.3950266949578,126.63030947753772,0.8929035503206606,112.0,4.718498871295094,99.0,4.59511985013459,211.0,0.0046946388900532335,,,,
AUS,Australia,2006,HIC,1,2018.0,0,-12.0,36658.8243476122,10.50940945180179,20450966.0,16.833540676501258,35.0389578661532,4.0750646338694,3174.86865234,7.97161102,2.17862,4269.01789,33996.09,,2837.0,23166.0,26003.0,10.165967194962713,7.950502434808851,10.05044096549229,1271.48028117596,138.72205352060143,0.8908972041687497,145.0,4.976733742420574,115.0,4.74493212836325,260.0,0.005576279660039226,,,,
AUS,Australia,2007,HIC,1,2018.0,0,-11.0,41128.2476618402,10.62445045545034,20827622.0,16.851790644454184,35.8034920114091,5.18803286061474,3792.80981445,8.0517149,,,35801.05,3859052880.0,2718.0,24122.0,26840.0,10.19764859108562,7.907651594711089,10.090879566143188,1288.673282048234,130.49977573051785,0.8987332339791356,143.0,4.962844630259907,128.0,4.852030263919617,271.0,0.005327868852459016,,,,
AUS,Australia,2008,HIC,1,2018.0,0,-10.0,49811.2067218988,10.815995272272543,21249199.0,16.87182975850661,36.6130325382876,4.26757732505596,4083.42944336,8.24737453,2.39898,4379.63519,37194.51,4470937082.0,2821.0,23525.0,26346.0,10.179071739789771,7.944846711001996,10.06581896445358,1239.8585000780502,132.75794537008196,0.8929249221893266,190.0,5.247024072160486,159.0,5.0689042022202315,349.0,0.0072117209443558795,,,,
AUS,Australia,2009,HIC,1,2018.0,0,-9.0,42954.8494884573,10.667904831130674,21691653.0,16.892438090134338,34.3222954443053,3.10519028312049,3989.44116211,8.54273987,,,38978.93,3841837829.0,2494.0,21187.0,23681.0,10.07242831783602,7.821643126239982,9.96114306502429,1091.7102537091112,114.97510125208068,0.89468350154132,157.0,5.056245805348308,163.0,5.093750200806762,320.0,0.0066297875934293315,,,,
AUS,Australia,2010,HIC,1,2018.0,0,-8.0,52313.8939041213,10.86501727259481,22031750.0,16.907995152754747,35.9435184474478,3.08482804330762,4947.96337891,8.4193306,2.3702,4568.56658,41460.13,4556153586.0,2409.0,22478.0,24887.0,10.122100857763806,7.786967002614872,10.020292332078212,1129.597058790155,109.34219932597274,0.9032024751878492,187.0,5.231108616854587,174.0,5.159055299214529,361.0,0.007513963113271989,,,,
AUS,Australia,2011,HIC,1,2018.0,0,-7.0,62799.3895017032,11.04770063109858,22340024.0,16.921890425910927,36.7395646468253,4.67434620832808,5876.88525391,8.53425312,2.23459,,44899.9,5601419629.0,2383.0,23143.0,25526.0,10.147452819542636,7.776115477098742,10.049447637979664,1142.6129175152184,106.66953625475068,0.906644205907702,245.0,5.501258210544727,191.0,5.25227342804663,436.0,0.009598056883177936,,,,
AUS,Australia,2012,HIC,1,2018.0,0,-6.0,68301.4402512587,11.131686132470646,22733465.0,16.939348625917663,33.3358364239858,3.70774989384992,6038.87158203,8.67020702,,,46285.11,5468098058.0,2627.0,23731.0,26358.0,10.179527113203834,7.87359778968554,10.074537489292018,1159.436100040183,115.55651547179455,0.9003338644813719,281.0,5.638354669333745,188.0,5.236441962829949,469.0,0.01066089991653388,,,,
AUS,Australia,2013,HIC,1,2018.0,0,-5.0,68476.6788496118,11.134248511532247,23128129.0,16.956560140317556,31.2628205054939,3.43950309398958,5811.86865234,8.7465601,2.17733,,50403.4,5342736393.0,3061.0,26656.0,29717.0,10.299474551610182,8.026496938945412,10.19076954496657,1284.8856040192445,132.3496595855203,0.8969949860349296,345.0,5.84354441703136,196.0,5.278114659230517,541.0,0.011609516438402261,,,,
AUS,Australia,2014,HIC,1,2018.0,0,-4.0,62817.2061751737,11.047984298610723,23475686.0,16.97147580520884,32.3682404723974,4.28599049307814,6098.25439453,9.82833862,,,52133.71,5459155781.0,1988.0,23968.0,25956.0,10.164158075741058,7.59488438721652,10.084474886316944,1105.654590881817,84.68336132967531,0.9234088457389428,346.0,5.846438775057725,206.0,5.327876168789581,552.0,0.013330251194328865,,,,
AUS,Australia,2015,HIC,1,2018.0,0,-3.0,56970.3613028094,10.950286434437997,23815995.0,16.98586797173483,29.1998300964504,3.456117831131,5271.93310547,10.13642025,1.91969,,53536.9,5091394845.0,2291.0,26314.0,28605.0,10.261336806702628,7.736743682453495,10.177856395925785,1201.083557499907,96.19585492858896,0.9199091067995104,327.0,5.7899601708972535,198.0,5.288267030694535,525.0,0.011431567907708443,,,,
AUS,Australia,2016,HIC,1,2018.0,0,-2.0,50084.4440606385,10.82146574106689,24190907.0,17.001487376715872,32.0880496334806,3.54660341826144,5418.43652344,10.08958244,,,54562.89,5379738452.0,2620.0,25774.0,28394.0,10.25393313422352,7.8709295967551425,10.157121510848336,1173.746813213742,108.30515780164836,0.907726984574206,367.0,5.905361848054571,191.0,5.25227342804663,558.0,0.012925265901246742,440.0,6.0867747269123065,,
AUS,Australia,2017,HIC,1,2018.0,0,-1.0,54117.547718609,10.898913769332925,24592588.0,17.017955654689374,34.5566356606503,3.62158795648508,5770.69042969,10.10880566,1.88102,,54671.54,4902492267.0,2503.0,26403.0,28906.0,10.271804465008788,7.8252452914317745,10.18123291904192,1175.3947978146912,101.77863346468456,0.9134089808344288,354.0,5.869296913133774,197.0,5.2832037287379885,551.0,0.012246592402961323,465.0,6.142037405587356,,
AUS,Australia,2018,HIC,1,2018.0,1,0.0,57410.1737346009,10.957976809365096,24963258.0,17.032915621793506,34.3638645983702,4.23450805251819,5843.64794922,10.08907509,,,55784.76,5241784852.0,2757.0,27200.0,29957.0,10.307518299106112,7.921898411023797,10.210972252284089,1200.0436801959102,110.44231486130536,0.9079680875922156,302.0,5.71042701737487,204.0,5.318119993844216,506.0,0.010081116266648864,535.0,6.282266746896006,,
AUS,Australia,2019,HIC,1,2018.0,1,1.0,55194.7585097428,10.918623273223076,25334826.0,17.04769052889935,35.2250251981782,2.77077560426989,5543.37841797,10.25421429,1.82826,,57313.1,6336480016.0,2637.0,27121.0,29758.0,10.300853282387642,7.877397186353287,10.208063614530875,1174.5886867350105,104.08597240809942,0.911385173734794,321.0,5.771441123130016,182.0,5.204006687076795,503.0,0.01078701525640164,623.0,6.434546518787453,,
AUS,Australia,2020,HIC,1,2018.0,1,2.0,51983.4523666382,10.858680723201156,25649248.0,17.06002481141249,34.6984435892602,1.34826011276187,5968.00341797,10.70324135,,,57901.21,5590752219.0,2368.0,26926.0,29294.0,10.285137995878252,7.769800996003896,10.20084764153918,1142.0997605855734,92.32239479301694,0.9191643339933092,263.0,5.572154032177765,160.0,5.075173815233827,423.0,0.008977947702601215,581.0,6.364750756851911,,
AUS,Australia,2021,HIC,1,2018.0,1,3.0,60758.9044397144,11.01466892560104,25685412.0,17.061433762245418,38.8326417356959,2.01542405903096,7092.13476563,10.51612186,1.85783,,60308.46,6310404299.0,2966.0,29443.0,32409.0,10.386191440985094,7.994969522697877,10.290211469825053,1261.7667958761965,115.47410646946211,0.9084822117313092,323.0,5.777652323222656,187.0,5.231108616854587,510.0,0.009966367367089389,468.0,6.148468295917647,,
AUS,Australia,2022,HIC,1,2018.0,1,4.0,65169.5191118657,11.084747140319084,26018721.0,17.07432687534397,42.5725570561367,4.05215286724898,6723.98242188,9.89226055,,,58183.41,7827261971.0,,,,,,,,,,282.0,5.641907070938114,160.0,5.075173815233827,442.0,,324.0,5.780743515792329,,
AUS,Australia,2023,HIC,1,2018.0,1,5.0,65058.3773146674,11.083040258349367,26659922.0,17.098671946979124,37.9839441686945,2.03614704389564,6980.38525391,10.39852047,,,54589.08,7767880136.0,,,,,,,,,,277.0,5.6240175061873385,144.0,4.969813299576001,421.0,,485.0,6.184148890937483,,
AUS,Australia,2024,HIC,1,2018.0,1,6.0,64609.9865116088,11.07612426778588,27194286.0,17.11851743566828,36.2640215212172,3.05761029844929,,,,,,8190032382.0,,,,,,,,,,278.0,5.627621113690637,153.0,5.030437921392435,431.0,,549.0,6.3080984415095305,,
BRA,Brazil,2005,UMC,0,,0,,4827.78173074714,8.48214237215386,184688101.0,19.03417901970491,21.9997258093389,1.73389354602718,387.93121338,8.03539562,1.00247,515.766,21751.1,,4054.0,14444.0,18498.0,9.825417897114203,8.307459327011946,9.578034382397348,100.15804970564942,21.950520786393277,0.7808411720185966,11.0,2.3978952727983707,7.0,1.9459101490553132,18.0,0.0005946588820413017,,,,
BRA,Brazil,2006,UMC,0,,0,,5934.14470924968,8.688478187012755,186653106.0,19.044762403957908,21.1831326916416,1.753125703626,489.53884888,8.24952507,0.98807,550.49741,26768.03,,3956.0,15886.0,19842.0,9.895556182209848,8.282988692742602,9.673193497193076,106.30415118835472,21.1943968400933,0.8006249370023183,18.0,2.8903717578961645,9.0,2.1972245773362196,27.0,0.0009071666162685213,,,,
BRA,Brazil,2007,UMC,0,,0,,7409.69130673473,8.910544058412214,188552320.0,19.05488608602148,20.6086904694812,3.19082601308524,607.73022461,8.20182991,1.08138,562.55469,28727.27,9550426879.0,4194.0,17469.0,21663.0,9.983361015119293,8.341410211461865,9.76818316050523,114.89118776157196,22.24316306476632,0.8063980058163689,14.0,2.6390573296152584,8.0,2.0794415416798357,22.0,0.0006462632137746388,,,,
BRA,Brazil,2008,UMC,0,,0,,8908.33176538648,9.09474227121612,190367302.0,19.06446593238043,22.3890592831162,2.99060946922903,713.67193604,8.01128483,1.12904,598.65285,32726.24,10797889271.0,4280.0,18890.0,23170.0,10.05061361742642,8.361708288575842,9.846387960495557,121.71207847448508,22.482852648718005,0.815278377211912,20.0,2.995732273553991,9.0,2.1972245773362196,29.0,0.0008631851532153647,,,,
BRA,Brazil,2009,UMC,0,,0,,8678.6592244676,9.06862232849587,192079951.0,19.0734222547752,17.2267914527984,1.88848224095724,728.55639648,8.39480495,1.11866,634.14103,35386.11,8461145153.0,4271.0,18135.0,22406.0,10.017084059118668,8.359603270841466,9.805599051717005,116.64934254382436,22.235532536136475,0.8093814156922253,26.0,3.258096538021482,10.0,2.302585092994046,36.0,0.0011604034633580292,,,,
BRA,Brazil,2010,UMC,0,,0,,11403.2821278747,9.341656498899544,193701929.0,19.081831087026657,17.8201409711098,3.73001288350945,906.0098877,7.94516611,1.15992,696.09998,38170.38,8821852402.0,4228.0,20771.0,24999.0,10.126591103050316,8.349484346990128,9.941313062076109,129.05911742365765,21.82735103273029,0.8308732349293971,27.0,3.295836866004329,19.0,2.9444389791664403,46.0,0.001080043201728069,,,,
BRA,Brazil,2011,UMC,0,,0,,13396.6243562986,9.502758040494356,195284734.0,19.08996922586903,18.8204357025237,3.91518011405433,1043.3548584,7.78819132,1.13966,749.17174,40317.0,9144676228.0,4695.0,23954.0,28649.0,10.262873817519765,8.454253391642363,10.083890603507452,146.70373568473613,24.041817830983145,0.8361199343781632,31.0,3.4339872044851463,14.0,2.6390573296152584,45.0,0.0010820622011239484,,,,
BRA,Brazil,2012,UMC,0,,0,,12521.7213519966,9.435220123382098,196876111.0,19.09808521070285,19.2824776460328,3.75496285641218,968.7277832,7.73637724,1.12684,801.40894,44295.11,9470914631.0,4798.0,25637.0,30435.0,10.323348540928023,8.47595444339964,10.151791899508838,154.58960381435003,24.370656122925958,0.8423525546246098,26.0,3.258096538021482,19.0,2.9444389791664403,45.0,0.0008542796122884837,,,,
BRA,Brazil,2013,UMC,0,,0,,12458.8912138813,9.430189800731831,198478299.0,19.106190327178084,19.6062022735013,3.04150901624338,993.79608154,7.9766016,1.19567,852.71699,45991.35,9066336666.0,4959.0,25925.0,30884.0,10.337993529428706,8.508959386489133,10.162963033097729,155.60391315123073,24.98509925258882,0.8394314208004144,53.0,3.970291913552122,36.0,3.58351893845611,89.0,0.0017160989509130942,,,,
BRA,Brazil,2014,UMC,0,,0,,12274.9939689363,9.415319461333585,200085127.0,19.11425346895543,18.7979552190855,3.57135266957477,1030.66271973,8.39644146,1.26971,903.20079,48188.5,8794690902.0,4659.0,25683.0,30342.0,10.320288170308038,8.446556111816797,10.153584573410596,151.645454387022,23.285089051121727,0.8464504647023927,44.0,3.784189633918261,36.0,3.58351893845611,80.0,0.0014501351262276713,,,,
BRA,Brazil,2015,UMC,0,,0,,8936.19661712113,9.097865343318206,201675532.0,19.12217068669136,20.37728956731,3.59214931791344,796.15252686,8.90929985,1.28464,,49341.87,9433128684.0,4641.0,25578.0,30219.0,10.316226144610791,8.442685139241176,10.149487885993263,149.839693989254,23.01221151607028,0.846421125781793,54.0,3.9889840465642745,40.0,3.6888794541139363,94.0,0.0017869552268440386,,,,
BRA,Brazil,2016,UMC,0,,0,,8836.28652735657,9.086621991284124,203218114.0,19.129790413396325,18.0862715770398,4.13737803865892,810.20037842,9.16901684,1.19584,,51744.75,10375539028.0,5200.0,22810.0,28010.0,10.240316868254157,8.556413904569519,10.034954315278434,137.83220131646334,25.588270148004614,0.8143520171367369,52.0,3.9512437185814275,51.0,3.9318256327243257,103.0,0.0018564798286326311,127.0,4.844187086458591,,
BRA,Brazil,2017,UMC,0,,0,,10080.5092819305,9.218359064350109,204703445.0,19.1370728799965,18.4560327488485,3.33825981739039,954.75012207,9.47125053,1.1175,,55049.31,10715201949.0,5480.0,20178.0,25658.0,10.152610692809285,8.608860379942062,9.912348180968324,125.34229699944716,26.770433687620645,0.7864213890404552,57.0,4.04305126783455,46.0,3.828641396489095,103.0,0.0022215293475719073,106.0,4.663439094112067,,
BRA,Brazil,2018,UMC,0,,0,,9300.66164923219,9.137840821689386,206107261.0,19.14390727571076,22.1567368828263,4.07858821454947,880.28430176,9.46475029,1.15016,,58874.05,11063190965.0,4980.0,19877.0,24857.0,10.1208946819984,8.513185170018698,9.897318563390598,120.60225282407688,24.16217641163064,0.7996540210001207,87.0,4.465908118654584,55.0,4.007333185232471,142.0,0.0035000201150581327,140.0,4.941642422609304,,
BRA,Brazil,2019,UMC,0,,0,,9029.83326681073,9.108289181878517,207455459.0,19.15042721917157,22.1156039354232,3.692673213156,868.17248535,9.61449146,1.15115,,62581.11,9392109980.0,5464.0,19932.0,25396.0,10.14234696029034,8.605936401250625,9.900081759401296,122.41663884101504,26.3381837544222,0.7848480075602458,97.0,4.574710978503383,51.0,3.9318256327243257,148.0,0.003819499133721846,140.0,4.941642422609304,,
BRA,Brazil,2020,UMC,0,,0,,7074.19378337644,8.864208763138661,208660842.0,19.156220726268646,25.4396152281305,2.59263795310275,680.76843262,9.62326527,1.21907,,66901.34,5944951723.0,5280.0,19058.0,24338.0,10.099794193896743,8.571681376700306,9.855242239908131,116.63903857916954,25.30422071238455,0.783055304462158,147.0,4.990432586778736,64.0,4.1588830833596715,211.0,0.006039937546224012,114.0,4.736198448394496,,
BRA,Brazil,2021,UMC,0,,0,,7972.5366498646,8.98375799590903,209550294.0,19.16047433534081,30.8566008804677,2.77979084938159,768.27075195,9.63646507,1.13371,,69590.64,6350128610.0,4666.0,19566.0,24232.0,10.095429352707074,8.448057452581375,9.881548645017372,115.63811024765252,22.266730868914937,0.8074447012215252,214.0,5.365976015021851,111.0,4.709530201312334,325.0,0.0088312974579069,69.0,4.23410650459726,,
BRA,Brazil,2022,UMC,0,,0,,9281.33334441234,9.135760494814134,210306415.0,19.16407614424953,32.0904409488135,3.8680317970139,871.27526855,9.38739491,1.18873,,62659.84,7707210423.0,,,,,,,,,,128.0,4.852030263919617,86.0,4.454347296253507,214.0,,55.0,4.007333185232471,,
BRA,Brazil,2023,UMC,0,,0,,10377.5892792557,9.2474038830466,211140729.0,19.168035431205283,27.0365301292093,2.86383344298207,1009.83563232,9.73092747,1.1938,,58292.04,8060841826.0,,,,,,,,,,77.0,4.343805421853684,59.0,4.07753744390572,136.0,,79.0,4.3694478524670215,,
BRA,Brazil,2024,UMC,0,,0,,10310.5486973693,9.240922795514305,211998573.0,19.17209010148156,28.1358733481483,3.38960808548439,,,,,,8694667841.0,,,,,,,,,,25.0,3.2188758248682006,32.0,3.4657359027997265,57.0,,93.0,4.532599493153256,,
BRN,Brunei,2005,HIC,1,2023.0,0,-18.0,29386.2703822862,10.28828285045142,358916.0,12.790843656805148,73.3843871069205,1.65985733716788,657.31945801,2.23386168,,,34.89,,,26.0,26.0,3.258096538021482,,3.258096538021482,72.44034815945793,,1.0,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2006,HIC,1,2023.0,0,-17.0,34674.7995236452,10.45376846358435,364663.0,12.806728918400797,73.6439895973054,0.69467610091788,664.74499512,1.9072516,,,41.16,,,41.0,41.0,3.713572066704308,,3.713572066704308,112.43257473338396,,1.0,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2007,HIC,1,2023.0,0,-16.0,36217.3290706015,10.49729298687962,370873.0,12.823614964926072,72.7291435098835,1.91806992225192,710.42297363,1.94145441,,,43.48,,,64.0,64.0,4.158883083359672,,4.158883083359672,172.56581093797607,,1.0,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2008,HIC,1,2023.0,0,-15.0,42156.5685838672,10.64914578957714,377793.0,12.842101705556033,80.9407917439443,1.39506580939608,792.01367188,1.87612021,,,49.61,,,75.0,75.0,4.31748811353631,,4.31748811353631,198.5214125195544,,1.0,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2009,HIC,1,2023.0,0,-14.0,30946.4673773828,10.340014131933785,384952.0,12.860873930172632,80.9962003138294,2.73305999823298,739.28015137,2.39306617,,,50.18,45458745.0,,42.0,42.0,3.737669618283368,,3.737669618283368,109.10451173133274,,1.0,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2010,HIC,1,2023.0,0,-13.0,34937.5555357155,10.461317619469444,392332.0,12.87986369909784,83.4967457273139,3.50710078835613,795.97766113,2.27826095,,,58.16,108137888.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,
BRN,Brunei,2011,HIC,1,2023.0,0,-12.0,46382.8274255349,10.744684571123353,399389.0,12.897691158272616,86.8781728526102,3.73105568458092,864.63787842,1.86409724,,,48.19,112054867.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,
